,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,MIS_Status,GrAppv,SBA_Appv,NAICS2,DiffJobs
447,Bellingham,WA,98226,KEYBANK NATIONAL ASSOCIATION,WA,0,1998-11-16,1999-01-01,84,1,1.0,0,0,0,0,N,N,P I F,50000.0,25000.0,0,0
448,Colville,WA,99114,KEYBANK NATIONAL ASSOCIATION,OH,0,1998-11-16,1999-01-01,11,11,1.0,0,0,0,0,Y,N,CHGOFF,75000.0,37500.0,0,0
449,Newburgh,NY,12550,KEYBANK NATIONAL ASSOCIATION,NY,621310,1998-11-17,1999-01-01,60,2,1.0,0,0,0,0,N,N,P I F,35000.0,17500.0,62,0
450,New Hartford,NY,13413,MANUFACTURERS & TRADERS TR CO,NY,453220,1998-11-25,1999-01-01,84,2,1.0,0,0,0,0,N,N,P I F,35000.0,17500.0,45,0
452,Dover,OH,3820,MANUFACTURERS & TRADERS TR CO,OH,327390,1998-12-03,1999-01-01,60,8,1.0,0,0,0,0,N,N,P I F,150000.0,75000.0,32,0
453,Albany,NY,12203,KEYBANK NATIONAL ASSOCIATION,NY,0,1998-12-03,1999-01-01,48,5,1.0,0,0,0,0,N,N,P I F,65000.0,32500.0,0,0
454,Friday Harbor,WA,98250,HERITAGE BANK,WA,541710,1998-12-11,1999-01-01,70,2,1.0,0,0,0,0,Y,N,P I F,110000.0,55000.0,54,0
455,ROCHESTER,NY,14615,MANUFACTURERS & TRADERS TR CO,NY,0,1980-07-01,1980-01-01,138,10,1.0,0,0,0,0,N,N,CHGOFF,195642.0,140400.0,0,0
456,LAKE OSWEGO,OR,97034,U.S. BANK NATIONAL ASSOCIATION,OR,311811,1998-12-11,1999-01-01,12,11,1.0,0,0,0,0,Y,N,P I F,15000.0,7500.0,31,0
457,Nashua,NH,3060,"TD BANK, NATIONAL ASSOCIATION",DE,0,1998-12-16,1999-01-01,60,13,1.0,0,0,0,0,Y,N,P I F,40000.0,20000.0,0,0
458,Hollis,NY,3049,"TD BANK, NATIONAL ASSOCIATION",DE,0,1998-12-28,1999-01-01,60,9,1.0,0,0,0,0,N,N,P I F,50000.0,25000.0,0,0
459,CASPER,WY,82601,WELLS FARGO BANK NATL ASSOC,WY,311991,2006-02-07,2006-01-01,60,2,2.0,1,3,0,1,-,N,P I F,30000.0,15000.0,31,2
460,Lockport,NY,14094,"PNC BANK, NATIONAL ASSOCIATION",DE,0,1999-01-09,1999-01-01,84,5,1.0,0,0,0,0,N,N,P I F,120000.0,60000.0,0,0
461,Rockland,ME,4841,KEYBANK NATIONAL ASSOCIATION,OH,0,1999-01-11,1999-01-01,180,3,1.0,0,0,0,2,N,N,P I F,127000.0,63500.0,0,0
462,ATLANTA,GA,30354,BANK OF AMERICA NATL ASSOC,GA,812210,2006-02-07,2006-01-01,240,6,1.0,2,6,0,1,-,N,P I F,263000.0,263000.0,81,4
463,Sharon (Town of),MA,2067,BANK OF AMERICA NATL ASSOC,RI,0,1999-03-04,1999-01-01,84,24,1.0,0,0,0,0,N,N,P I F,150000.0,75000.0,0,0
464,Tarrytown,NY,10591,KEYBANK NATIONAL ASSOCIATION,OH,541512,1999-02-23,1999-01-01,60,4,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,54,0
465,Mahopac,NY,10541,KEYBANK NATIONAL ASSOCIATION,OH,311920,1999-03-04,1999-01-01,40,8,1.0,0,0,0,0,N,N,P I F,25000.0,12500.0,31,0
466,BEDFORD,NH,3110,CITIZENS BANK NATL ASSOC,NH,0,1999-03-15,1999-01-01,60,6,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,0,0
467,CORNISH,ME,4020,"TD BANK, NATIONAL ASSOCIATION",ME,0,1999-03-19,1999-01-01,180,6,2.0,0,0,0,2,N,N,P I F,80000.0,40000.0,0,0
468,Portland,OR,4102,KEYBANK NATIONAL ASSOCIATION,OR,452990,1999-03-23,1999-01-01,72,5,2.0,0,0,0,0,N,N,P I F,85000.0,42500.0,45,0
469,LINDON,UT,84042,ZIONS FIRST NATIONAL BANK,UT,441229,2006-02-07,2006-01-01,240,3,1.0,2,2,0,2,-,N,P I F,264000.0,264000.0,44,0
470,NEW WINDSOR (CENSUS NAME,NY,12553,KEYBANK NATIONAL ASSOCIATION,OH,812310,1999-04-01,1999-01-01,60,4,2.0,0,0,0,0,N,N,P I F,38000.0,19000.0,81,0
471,SPRINGFIELD,MO,65804,U.S. BANK NATIONAL ASSOCIATION,MO,453998,2006-02-07,2006-01-01,52,5,1.0,0,0,1,1,N,N,CHGOFF,250000.0,187500.0,45,0
472,Nashua,NH,3060,"TD BANK, NATIONAL ASSOCIATION",DE,541330,1999-04-09,1999-01-01,60,5,2.0,0,0,0,0,N,N,P I F,65000.0,32500.0,54,0
473,PLAINVIEW,TX,11803,WELLS FARGO BANK NATL ASSOC,TX,541921,1999-04-12,1999-01-01,60,10,1.0,0,0,0,0,Y,N,P I F,70000.0,35000.0,54,0
474,Nashua,NH,3060,"TD BANK, NATIONAL ASSOCIATION",DE,541330,1999-04-12,1999-01-01,60,5,2.0,0,0,0,0,Y,N,P I F,53000.0,26500.0,54,0
475,Middletown,OH,10941,MANUFACTURERS & TRADERS TR CO,NY,0,1999-04-14,1999-01-01,60,3,2.0,0,0,0,0,N,N,P I F,55000.0,27500.0,0,0
476,WARWICK (RR NAME APPONAUG),RI,2886,CITIZENS BANK NATL ASSOC,RI,811111,2006-02-07,2006-01-01,240,5,2.0,3,5,0,2,-,N,P I F,298000.0,298000.0,81,2
477,Lee,ME,4455,KEYBANK NATIONAL ASSOCIATION,DE,0,1999-04-15,1999-01-01,180,12,1.0,0,0,0,2,N,N,P I F,115000.0,57500.0,0,0
478,Amherst,NY,3031,MANUFACTURERS & TRADERS TR CO,OH,0,1999-05-14,1999-01-01,60,3,1.0,0,0,0,0,Y,N,P I F,75000.0,37500.0,0,0
479,STERLING CITY,TX,76951,1ST NATL BK OF STERLING CITY,TX,339999,2006-02-07,2006-01-01,120,3,1.0,0,0,0,2,N,N,P I F,127000.0,107950.0,33,0
480,CHICAGO,IL,60634,JPMORGAN CHASE BANK NATL ASSOC,IL,0,1980-06-25,1980-01-01,87,20,1.0,0,0,0,0,N,N,CHGOFF,350000.0,315000.0,0,0
481,HOLBROOK,NY,11741,BANK OF AMERICA NATL ASSOC,NY,0,1999-05-19,1999-01-01,25,5,1.0,0,0,0,0,Y,N,CHGOFF,100000.0,50000.0,0,0
482,Ellenville,NY,12428,KEYBANK NATIONAL ASSOCIATION,OH,812310,1999-07-21,1999-01-01,48,2,2.0,0,0,0,1,N,N,P I F,22000.0,11000.0,81,0
483,Ontario,CA,14516,MANUFACTURERS & TRADERS TR CO,CA,321920,1999-07-21,1999-01-01,60,4,2.0,0,0,0,1,Y,N,P I F,35000.0,17500.0,32,0
484,East Baldwin (RR name Mattocks,ME,4091,KEYBANK NATIONAL ASSOCIATION,OH,453110,1999-07-27,1999-01-01,240,5,1.0,0,0,0,2,N,N,P I F,93600.0,46800.0,45,0
485,Waterville,ME,4901,"TD BANK, NATIONAL ASSOCIATION",DE,512110,1999-08-03,1999-01-01,84,5,1.0,0,0,0,2,N,N,P I F,100000.0,50000.0,51,0
486,Croghan,NY,13660,KEYBANK NATIONAL ASSOCIATION,NY,451130,1999-08-03,1999-01-01,240,40,1.0,0,0,0,1,N,N,P I F,72000.0,36000.0,45,0
487,WOODLAWN,OH,21244,HAMILTON CNTY DEVEL COMPANY IN,OH,722211,2006-02-07,2006-01-01,60,10,2.0,0,0,0,2,N,N,P I F,126000.0,107100.0,72,0
488,BLOOMINGDALE,IL,60108,BANK OF AMERICA NATL ASSOC,IL,0,1980-06-30,1980-01-01,66,2,2.0,0,0,0,0,N,N,CHGOFF,120000.0,108000.0,0,0
489,Syracuse,NY,13209,MANUFACTURERS & TRADERS TR CO,NY,0,1999-09-07,1999-01-01,60,10,1.0,0,0,0,1,Y,N,P I F,25000.0,12500.0,0,0
490,Amenia,NY,12501,KEYBANK NATIONAL ASSOCIATION,OH,713940,1999-08-30,1999-01-01,32,6,2.0,0,0,0,1,N,N,CHGOFF,55000.0,27500.0,71,0
491,Topsham (census name for Topsh,ME,4086,KEYBANK NATIONAL ASSOCIATION,OH,0,1999-09-13,1999-01-01,60,5,1.0,0,0,0,2,N,N,P I F,52000.0,26000.0,0,0
492,BELLINGHAM,WA,98225,U.S. BANK NATIONAL ASSOCIATION,WA,512191,2006-02-07,2006-01-01,87,2,1.0,0,2,0,2,-,N,CHGOFF,60200.0,51170.0,51,2
493,Topsham (census name for Topsh,ME,4086,KEYBANK NATIONAL ASSOCIATION,OH,0,1999-09-13,1999-01-01,60,5,1.0,0,0,0,2,Y,N,P I F,50000.0,25000.0,0,0
494,Sackets Harbor,NY,13685,KEYBANK NATIONAL ASSOCIATION,OH,722110,1999-10-06,2000-01-01,84,6,1.0,0,0,0,1,N,N,P I F,50800.0,25400.0,72,0
495,Hooksett (census name for Hook,NH,3106,KEYBANK NATIONAL ASSOCIATION,OH,421910,1999-11-04,2000-01-01,240,3,1.0,0,0,0,1,N,N,P I F,65000.0,32500.0,42,0
496,Hamburg,NY,14075,MANUFACTURERS & TRADERS TR CO,NY,333518,1999-11-23,2000-01-01,65,1,1.0,0,0,0,1,N,N,CHGOFF,78800.0,39400.0,33,0
497,OGUNQUIT,ME,3907,KENNEBUNK SAVINGS BANK,ME,0,1997-03-03,1997-01-01,60,8,1.0,0,0,0,0,N,Y,P I F,10000.0,8000.0,0,0
498,AUBURN,WA,4210,BANK OF AMERICA NATL ASSOC,CA,451110,1999-12-08,2000-01-01,84,3,1.0,0,0,0,1,N,N,P I F,105000.0,52500.0,45,0
499,Pittsford,NY,14534,MANUFACTURERS & TRADERS TR CO,NY,453110,1999-12-14,2000-01-01,84,8,2.0,0,0,0,1,N,N,P I F,25000.0,12500.0,45,0
500,CAMBRIDGE,MA,2139,BANK OF AMERICA NATL ASSOC,MA,511110,1997-03-03,1997-01-01,84,11,1.0,0,0,0,0,N,N,P I F,85000.0,68000.0,51,0
501,Kingfield,ME,4947,KEYBANK NATIONAL ASSOCIATION,OH,0,1999-12-13,2000-01-01,60,2,2.0,0,0,0,2,N,N,P I F,14000.0,7000.0,0,0
502,SAINT LOUIS,MO,63158,U.S. BANK NATIONAL ASSOCIATION,OH,522310,2006-02-07,2006-01-01,42,7,1.0,0,7,0,1,Y,N,CHGOFF,30000.0,15000.0,52,7
503,NANTUCKET,MA,2554,BANK OF AMERICA NATL ASSOC,MA,452990,1997-03-03,1997-01-01,84,8,2.0,0,0,0,0,N,Y,P I F,40000.0,32000.0,45,0
504,Cumberland Center,ME,4021,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-01-01,2000-01-01,24,1,2.0,0,0,0,2,N,N,CHGOFF,20000.0,10000.0,0,0
505,CHICAGO,IL,60659,JPMORGAN CHASE BANK NATL ASSOC,IL,424920,2006-02-07,2006-01-01,93,5,1.0,0,5,0,1,-,N,CHGOFF,290000.0,217500.0,42,5
506,Waterville,ME,4901,"TD BANK, NATIONAL ASSOCIATION",DE,235110,2000-01-04,2000-01-01,47,20,1.0,0,0,0,2,Y,N,CHGOFF,35000.0,17500.0,23,0
507,AVON,IN,6001,WELLS FARGO BANK NATL ASSOC,OH,0,1997-03-03,1997-01-01,84,1,2.0,0,0,0,0,N,Y,P I F,50000.0,40000.0,0,0
508,Mount Kisco,NY,10549,KEYBANK NATIONAL ASSOCIATION,NY,0,2000-01-31,2000-01-01,60,2,2.0,0,0,1,1,N,N,P I F,120000.0,60000.0,0,0
509,NEPTUNE BEACH,FL,32266,BANK OF AMERICA NATL ASSOC,FL,722110,2006-02-07,2006-01-01,91,15,1.0,0,7,0,1,-,N,CHGOFF,143000.0,121550.0,72,7
510,TULSA,OK,74116,BANK OF AMERICA NATL ASSOC,OK,0,1997-03-03,1997-01-01,144,14,1.0,0,0,0,0,N,N,P I F,1508300.0,739067.0,0,0
511,Derry (census name for Derry C,NH,3038,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-02-01,2000-01-01,84,7,2.0,0,0,0,1,N,N,P I F,20000.0,10000.0,0,0
512,SANDPOINT,ID,83864,PANHANDLE STATE BANK,ID,448140,2006-02-07,2006-01-01,83,12,1.0,3,15,0,2,Y,N,P I F,30000.0,15000.0,44,12
513,Selkirk,NY,12158,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-02-04,2000-01-01,48,1,2.0,0,0,0,1,N,N,P I F,15000.0,7500.0,0,0
514,BLOCK ISLAND,RI,2807,WASHINGTON TR CO OF WESTERLY,RI,722410,1997-03-03,1997-01-01,120,30,1.0,0,0,0,0,N,Y,P I F,50000.0,40000.0,72,0
515,Syracuse,NY,13203,MANUFACTURERS & TRADERS TR CO,NY,722410,2000-02-16,2000-01-01,84,55,2.0,0,0,0,1,N,N,P I F,102000.0,51000.0,72,0
516,LAKEWOOD CENTER (CENSUS NAME L,WA,98499,BBCN BANK,WA,511210,2006-02-07,2006-01-01,58,12,1.0,5,12,0,2,Y,N,CHGOFF,30000.0,15000.0,51,7
517,Rochester,NY,14621,MANUFACTURERS & TRADERS TR CO,NY,332322,2000-02-22,2000-01-01,60,6,1.0,0,0,0,1,N,N,P I F,144000.0,72000.0,33,0
518,CRANSTON,RI,2920,CITIZENS BANK NATL ASSOC,RI,713940,1997-03-03,1997-01-01,60,2,2.0,0,0,1,0,N,Y,P I F,84000.0,67200.0,71,0
519,Tonawanda (city),NY,14223,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-03-20,2000-01-01,72,10,2.0,0,0,0,1,N,N,P I F,62000.0,31000.0,0,0
520,OKLAHOMA CITY,OK,73132,BANCFIRST,OK,812310,1997-03-03,1997-01-01,84,5,1.0,0,0,0,0,N,Y,P I F,70000.0,56000.0,81,0
521,ATHENS,GA,54411,BANK OF AMERICA NATL ASSOC,GA,0,1997-03-03,1997-01-01,120,10,1.0,0,0,0,0,N,Y,P I F,18250.0,14600.0,0,0
522,HUNTINGTON PARK,CA,90255,BBCN BANK,CA,445210,2006-02-07,2006-01-01,59,1,2.0,0,1,0,1,-,N,CHGOFF,10000.0,8500.0,44,1
523,CAMBRIDGE,MA,2139,BANK OF AMERICA NATL ASSOC,MA,511110,1997-03-03,1997-01-01,240,16,1.0,4,12,0,0,N,N,P I F,196000.0,196000.0,51,8
524,WATERVILLE,ME,4901,KEYBANK NATIONAL ASSOCIATION,ME,0,2000-04-13,2000-01-01,180,4,1.0,0,0,0,2,N,N,P I F,100000.0,50000.0,0,0
525,MILWAUKEE,WI,53219,U.S. BANK NATIONAL ASSOCIATION,WI,484110,2006-02-07,2006-01-01,84,1,2.0,1,1,0,1,-,N,P I F,5000.0,4250.0,48,0
526,NEW WINDSOR,NY,10958,MANUFACTURERS & TRADERS TR CO,NY,0,2000-04-21,2000-01-01,60,1,2.0,0,0,0,1,Y,N,P I F,100000.0,50000.0,0,0
527,NEW BALTIMORE,MI,48047,CITIZENS BANK NATL ASSOC,RI,812310,1997-03-03,1997-01-01,120,5,2.0,0,0,0,0,N,N,P I F,240000.0,180000.0,81,0
528,Kingston,NY,12401,KEYBANK NATIONAL ASSOCIATION,OH,524210,2000-04-21,2000-01-01,84,3,2.0,0,0,0,1,N,N,P I F,120000.0,60000.0,52,0
529,RINGGOLD,GA,30736,BBCN BANK,GA,811111,2006-02-07,2006-01-01,57,6,1.0,0,6,0,1,-,N,CHGOFF,20000.0,17000.0,81,6
530,Rockland,ME,4841,KEYBANK NATIONAL ASSOCIATION,OH,532120,2000-04-24,2000-01-01,66,2,2.0,0,0,0,2,N,N,P I F,150000.0,75000.0,53,0
531,SEATTLE,WA,98121,BANK OF AMERICA NATL ASSOC,WA,0,1997-03-03,1997-01-01,144,2,2.0,0,0,0,0,-,N,P I F,135000.0,101250.0,0,0
532,Whitesboro,NY,13492,ADIRONDACK BANK,NY,0,2000-05-03,2000-01-01,60,12,1.0,0,0,0,1,Y,N,P I F,100000.0,50000.0,0,0
533,Cohoes,NY,12047,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-05-09,2000-01-01,60,10,2.0,0,0,0,1,N,N,P I F,135000.0,67500.0,0,0
534,WACO,TX,76705,AMER BANK NATL ASSOC,TX,236118,2006-02-07,2006-01-01,1,11,1.0,0,11,0,1,Y,N,CHGOFF,30000.0,15000.0,23,11
535,LOUISVILLE,KY,40291,"PNC BANK, NATIONAL ASSOCIATION",KY,621310,1997-03-03,1997-01-01,74,3,2.0,0,0,0,0,N,Y,P I F,65000.0,52000.0,62,0
536,Windham,ME,12496,KEYBANK NATIONAL ASSOCIATION,OH,512131,2000-05-17,2000-01-01,120,3,1.0,0,0,0,1,N,N,P I F,112000.0,56000.0,51,0
537,LOS ANGELES,CA,90047,BANK OF AMERICA NATL ASSOC,CA,624120,2006-02-07,2006-01-01,36,2,2.0,2,4,0,1,Y,N,CHGOFF,35000.0,17500.0,62,2
538,CLEVELAND HEIGHTS,OH,44118,THE HUNTINGTON NATIONAL BANK,OH,561510,1997-03-03,1997-01-01,60,7,1.0,0,0,0,0,-,N,P I F,150000.0,112500.0,56,0
539,Oxford (sta.) (Welchville),ME,4270,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-06-12,2000-01-01,240,2,1.0,0,0,0,2,N,N,P I F,70000.0,35000.0,0,0
540,WARNER ROBINS,GA,31088,BANK OF AMERICA NATL ASSOC,GA,445299,2006-02-07,2006-01-01,49,2,2.0,7,0,1,2,-,N,CHGOFF,125000.0,106250.0,44,-7
541,Feura Bush,NY,12067,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-06-19,2000-01-01,60,7,2.0,0,0,0,1,Y,N,P I F,50000.0,25000.0,0,0
542,MISSOULA,MT,59802,FIRST SECURITY BK OF MISSOULA,MT,524210,2006-02-07,2006-01-01,60,1,2.0,0,1,0,1,Y,N,P I F,15000.0,7500.0,52,1
543,CROTON,OH,43013,HEARTLAND BANK,OH,234110,1997-03-03,1997-01-01,84,6,1.0,0,0,0,0,N,Y,P I F,66000.0,52800.0,23,0
544,Ontario,CA,14519,MANUFACTURERS & TRADERS TR CO,CA,0,2000-06-21,2000-01-01,60,3,1.0,0,0,0,1,N,N,P I F,35600.0,17800.0,0,0
545,MANCHESTER,NH,3104,CITIZENS BANK NATL ASSOC,NH,541110,1997-03-03,1997-01-01,240,6,1.0,3,3,0,0,N,N,P I F,83000.0,83000.0,54,0
546,Wappingers Falls,NY,12590,MANUFACTURERS & TRADERS TR CO,NY,621391,2000-07-05,2000-01-01,32,3,2.0,0,0,0,1,Y,N,CHGOFF,50000.0,25000.0,62,0
547,SAN MARCOS,CA,78666,WELLS FARGO BANK NATL ASSOC,CA,0,1997-03-03,1997-01-01,149,1,2.0,0,0,0,0,-,N,CHGOFF,267000.0,200250.0,0,0
548,Watertown,NY,13601,MANUFACTURERS & TRADERS TR CO,NY,0,2000-07-11,2000-01-01,84,2,2.0,0,0,0,1,N,N,P I F,51000.0,25500.0,0,0
549,ARLINGTON,TX,20001,JPMORGAN CHASE BANK NATL ASSOC,TX,722211,2006-02-07,2006-01-01,84,1,2.0,5,5,0,2,-,N,P I F,425000.0,318750.0,72,0
550,JOHNSTON,RI,2919,CITIZENS BANK NATL ASSOC,RI,235810,1997-03-03,1997-01-01,120,4,1.0,0,0,0,0,N,Y,P I F,90000.0,72000.0,23,0
551,MAPLEWOOD,MN,55109,WELLS FARGO BANK NATL ASSOC,MN,0,1997-03-03,1997-01-01,103,2,1.0,0,0,0,0,-,N,P I F,140000.0,70000.0,0,0
552,Kenmore,NY,14217,MANUFACTURERS & TRADERS TR CO,NY,561720,2000-08-14,2000-01-01,60,112,1.0,0,0,0,1,N,N,P I F,45500.0,22750.0,56,0
553,ROCKLIN,CA,95765,SBA - EDF ENFORCEMENT ACTION,CA,812320,2006-02-07,2006-01-01,77,3,2.0,3,0,1,1,-,N,CHGOFF,327300.0,245475.0,81,-3
554,Little Falls,NJ,13365,"COMMERCE BANK, A DIVISION OF",DE,722110,2000-08-15,2000-01-01,84,14,1.0,0,0,0,1,N,N,P I F,76500.0,38250.0,72,0
555,PARKER,CO,80134,WELLS FARGO BANK NATL ASSOC,CO,0,1997-03-03,1997-01-01,48,5,1.0,0,0,0,0,-,N,P I F,120000.0,90000.0,0,0
556,North Bangor,NY,12966,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-08-16,2000-01-01,240,12,2.0,0,0,0,1,N,N,P I F,110000.0,55000.0,0,0
557,SAN JOSE,CA,95132,WELLS FARGO BANK NATL ASSOC,CA,561730,2006-02-07,2006-01-01,42,1,1.0,0,1,0,1,-,N,P I F,5000.0,4250.0,56,1
558,JAMESTOWN,NY,2835,CITIZENS BANK NATL ASSOC,NY,114111,1997-03-03,1997-01-01,84,5,1.0,0,0,0,0,N,N,P I F,125000.0,93750.0,11,0
559,Old Town,ME,4468,"TD BANK, NATIONAL ASSOCIATION",DE,421920,2000-08-24,2000-01-01,180,2,1.0,0,0,0,2,N,N,P I F,112000.0,56000.0,42,0
560,RICHMOND,VA,23226,BANK OF AMERICA NATL ASSOC,VA,451110,1997-03-03,1997-01-01,84,1,1.0,0,0,0,0,N,Y,P I F,90000.0,72000.0,45,0
561,Hooksett (census name for Hook,NH,3106,KEYBANK NATIONAL ASSOCIATION,OH,0,2000-09-11,2000-01-01,84,4,1.0,0,0,0,1,N,N,P I F,100000.0,50000.0,0,0
562,AURORA,CO,80010,WELLS FARGO BANK NATL ASSOC,IL,0,1997-03-03,1997-01-01,31,26,1.0,0,0,0,0,N,N,CHGOFF,250000.0,187500.0,0,0
563,Rochester,NY,14607,MANUFACTURERS & TRADERS TR CO,NY,421990,2000-09-13,2000-01-01,60,5,1.0,0,0,0,1,N,N,P I F,50500.0,25250.0,42,0
564,Rochester,NY,14623,MANUFACTURERS & TRADERS TR CO,NY,0,2000-09-21,2000-01-01,60,3,2.0,0,0,0,1,N,N,P I F,20000.0,10000.0,0,0
565,TUCSON,AZ,85704,BUSINESS DEVEL FINAN CORP,AZ,445299,2006-02-07,2006-01-01,74,8,2.0,8,0,1,2,-,N,CHGOFF,197000.0,147750.0,44,-8
566,Hudson,WI,3051,ASSOCIATED BANK NATL ASSOC,WI,0,2000-10-17,2001-01-01,60,23,1.0,0,0,0,1,Y,N,P I F,150000.0,75000.0,0,0
567,QUINCY,MA,62305,CITIZENS BANK NATL ASSOC,MA,312112,2006-02-07,2006-01-01,72,1,2.0,1,0,0,1,-,N,P I F,85000.0,42500.0,31,-1
568,JAMISON,PA,18929,CITIZENS BANK NATL ASSOC,RI,722110,2000-11-29,2001-01-01,120,1,2.0,0,0,0,0,N,N,P I F,150000.0,112500.0,72,0
569,CAMARILLO,CA,93010,PACIFIC WESTERN BANK,CA,524291,2001-03-12,2001-01-01,120,1,1.0,0,0,0,0,N,N,P I F,271500.0,203625.0,52,0
570,PLANO,TX,75075,JPMORGAN CHASE BANK NATL ASSOC,TX,0,1997-03-03,1997-01-01,60,6,1.0,0,0,0,0,N,Y,P I F,50000.0,40000.0,0,0
571,LOS ANGELES,CA,90013,BANK OF AMERICA NATL ASSOC,CA,422120,2001-03-13,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,42,0
572,OLYPHANT,PA,18452,"PNC BANK, NATIONAL ASSOCIATION",PA,444220,2006-02-07,2006-01-01,60,2,2.0,2,2,0,2,-,N,P I F,80000.0,40000.0,44,0
573,POWAY,CA,92064,CDC SMALL BUS. FINAN CORP,CA,512110,2001-03-13,2001-01-01,83,40,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,51,0
574,ESCONDIDO,CA,92025,WELLS FARGO BANK NATL ASSOC,CA,443111,2001-04-06,2001-01-01,16,6,1.0,0,0,0,0,Y,N,CHGOFF,20000.0,10000.0,44,0
575,ANAHEIM,CA,92801,WELLS FARGO BANK NATL ASSOC,CA,532420,2001-04-09,2001-01-01,36,1,1.0,0,0,0,0,Y,N,P I F,30000.0,15000.0,53,0
576,SAN DIEGO,CA,92128,CDC SMALL BUS. FINAN CORP,CA,722110,2001-04-09,2001-01-01,83,10,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,72,0
577,SAN FRANCISCO,CA,94115,WELLS FARGO BANK NATL ASSOC,CA,621111,2001-04-09,2001-01-01,84,2,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,62,0
578,NAPPANEE,IN,46550,1ST SOURCE BANK,IN,621910,2001-04-09,2001-01-01,60,32,1.0,0,0,0,0,N,N,P I F,119000.0,59500.0,62,0
579,COLUMBUS,OH,43212,JPMORGAN CHASE BANK NATL ASSOC,OH,0,1997-03-03,1997-01-01,60,11,1.0,0,0,0,0,N,Y,P I F,50000.0,40000.0,0,0
580,MISSION VIEJO,CA,92691,WELLS FARGO BANK NATL ASSOC,CA,421690,2001-04-12,2001-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,50000.0,25000.0,42,0
581,NOBLESVILLE,IN,46060,INDIANA STATEWIDE CERT. DEVEL,IN,561421,2006-02-07,2006-01-01,114,2,2.0,0,2,1,2,-,N,P I F,156000.0,117000.0,56,2
582,HOBBS,NM,88240,WESTERN COMMERCE BANK,NM,0,1997-03-03,1997-01-01,32,1,1.0,0,0,0,0,N,Y,CHGOFF,62850.0,50280.0,0,0
583,LOS ANGELES,CA,90068,BANK OF AMERICA NATL ASSOC,CA,541310,2001-04-12,2001-01-01,7,15,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,54,0
584,JACKSON,MS,39209,TRUSTMARK NATIONAL BANK,MS,624410,1997-03-03,1997-01-01,120,10,1.0,10,0,0,0,N,N,P I F,141000.0,141000.0,62,-10
585,LAS VEGAS,NV,89119,BANK OF AMERICA NATL ASSOC,NV,422460,2001-04-12,2001-01-01,83,1,1.0,0,0,0,0,Y,N,P I F,100000.0,50000.0,42,0
586,SANTA CLARITA,CA,91390,WELLS FARGO BANK NATL ASSOC,CA,541690,2006-02-07,2006-01-01,300,1,2.0,2,1,0,1,-,N,P I F,493000.0,369750.0,54,-1
587,FRESNO,CA,93711,CALIFORNIA BANK & TRUST,CA,541110,2001-04-12,2001-01-01,84,5,1.0,0,0,0,0,N,N,P I F,50000.0,25000.0,54,0
588,TURNER,ME,4282,BANK OF AMERICA NATL ASSOC,ME,238910,2006-02-07,2006-01-01,36,1,2.0,0,1,0,2,-,N,P I F,20000.0,10000.0,23,1
589,HOLLISTER,CA,95023,MUFG UNION BANK NATL ASSOC,CA,443112,2001-04-30,2001-01-01,84,6,1.0,0,0,0,0,N,N,P I F,80000.0,40000.0,44,0
590,SAN DIEGO,CA,92130,CDC SMALL BUS. FINAN CORP,CA,541430,2001-04-30,2001-01-01,36,2,1.0,0,0,0,0,Y,N,P I F,25000.0,12500.0,54,0
591,EASTMAN,GA,31023,COLONY BANK,GA,621111,2006-02-07,2006-01-01,86,2,2.0,2,0,0,2,-,N,CHGOFF,92000.0,78200.0,62,-2
592,LITTLE CHUTE,WI,54140,ASSOCIATED BANK NATL ASSOC,WI,722410,1997-03-03,1997-01-01,180,4,1.0,0,0,0,0,N,Y,P I F,45000.0,36000.0,72,0
593,IRVINE,CA,92612,BANK OF AMERICA NATL ASSOC,CA,541511,2001-04-30,2001-01-01,4,8,1.0,0,0,0,0,Y,N,CHGOFF,100000.0,50000.0,54,0
594,FULLERTON,CA,92833,WELLS FARGO BANK NATL ASSOC,CA,611691,2001-04-30,2001-01-01,36,7,1.0,0,0,0,0,Y,N,P I F,83000.0,41500.0,61,0
